candidate_id,candidate_origin,name,brand_or_handle,segment,primary_platform_or_asset,public_profile_url,contact_type,contact_source_url,contact_value_public,match_reason,owned_audience_signal,monetization_signal,ai_affinity,network_value_signal,evidence_url_1,evidence_summary_1,evidence_url_2,evidence_summary_2,fit_audience,fit_monetization,fit_multiplatform,fit_content_pressure,fit_fan_relationship,fit_ai_affinity,fit_score,act_reachability,act_early_adopter,act_switching_ease,act_size_fit,act_immediate_value,activation_score,net_managed_creator_network,net_creator_facing_audience,net_owned_community,net_distribution_leverage,network_score,priority_score,priority,previous_fit_score,previous_activation_score,previous_network_score,previous_priority_score,verification_level,verified_at,funnel_status,outreach_status,risk_or_caveat,scoring_version
039,new80,Marc Lou,Marc Lou,Creator Entrepreneur / Indie Hacker,Newsletter + products + startup portfolio,https://marclou.com/,Official site / social,https://marclou.com/,官网公开社媒/Newsletter,独立开发者型 Creator，持续 Build in Public，并经营 Newsletter、产品和多项 SaaS，AI 工具接受度高。,High,SaaS / digital products / newsletter,High,Medium-High,https://marclou.com/,官方主页展示创业项目与内容品牌。,https://newsletter.marclou.com/,Newsletter 主页显示持续更新。,20,20,5,10,10,10,75,10,20,20,10,20,80,0,0,5,5,10,63.5,P3,87,68,70,77.9,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
084,new80,Maddie Lymburner,MadFit,Fitness Creator Entrepreneur,YouTube + app + store,https://madfit.co/,Public support email,https://store.madfit.co/pages/contact,team@madfitapp.com,拥有大型健身内容受众、订阅 App 和商店；适合验证内容、订阅和电商一体化。,High,App subscription / ecommerce / sponsorship,Medium,High,https://madfit.co/,官方主页展示 App 与内容业务。,https://store.madfit.co/pages/contact,官方商店联系页。,20,20,5,10,15,5,75,20,5,15,10,20,70,0,0,20,5,25,63.5,P3,95,55,83,80.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
059,new80,Jason Zhou,AI Jason,AI-native Creator / Educator,YouTube + AI tutorials + training,https://www.ai-jason.com/,Public business email,https://www.ai-jason.com/contact,ask@ai-jason.com,长期做 GenAI 教程、应用和培训，技术理解强且公开联系明确，适合快速 Beta 反馈。,High,Training / sponsorship / AI education,Very High,Medium-High,https://www.ai-jason.com/,官方主页展示 AI 内容与产品。,https://www.ai-jason.com/contact,官方联系页公开邮箱。,15,15,5,10,5,15,65,20,20,15,10,15,80,10,20,0,5,35,63.5,P3,91,88,65,84.9,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
004,pilot20,Chamia Tiarra,The Simple Complex,Creator Entrepreneur / Lifestyle,Podcast + YouTube + store,https://podcasts.apple.com/gb/podcast/the-simple-complex/id1653311009,Public business email / social,https://podcasts.apple.com/gb/podcast/the-simple-complex/id1653311009,节目页公开商务联系,有 Podcast、YouTube、Coaching、Newsletter 和商店，自有受众与服务型变现明确。,High,Coaching / digital products / newsletter,Medium,Medium-High,https://podcasts.apple.com/gb/podcast/the-simple-complex/id1653311009,公开节目页展示持续内容资产与多渠道经营。,,,20,20,10,10,10,5,75,25,5,15,10,20,75,0,0,5,10,15,63.0,P3,89,77,65,80.6,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
089,new80,Robert Welsh,Robert Welsh,Beauty Creator Entrepreneur,YouTube + Substack + affiliate + podcast,https://linktr.ee/Robertwelsh,Official email link / talent route,https://linktr.ee/Robertwelsh,官方 Linktree Email/商务入口,美妆 Creator，经营 YouTube、Substack、Podcast、Affiliate 与活动，商业路径多元。,High,Affiliate / newsletter / podcast / sponsorship,Medium,Medium-High,https://linktr.ee/Robertwelsh,官方链接页展示多平台与商业资产。,,,20,10,15,15,10,5,75,20,5,15,10,20,70,0,0,5,15,20,62.5,P3,88,75,72,80.9,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
042,new80,Chenell Basilio,Growth in Reverse,Creator Entrepreneur / Newsletter Educator,Newsletter + creator research,https://growthinreverse.com/about/,Newsletter / public social,https://growthinreverse.com/about/,官网 Newsletter/社媒入口,专注研究 Creator/Newsletter 增长，本身经营高质量 Newsletter，具备高产品反馈与网络扩散价值。,High,Newsletter / sponsorship / research products,Medium-High,High,https://growthinreverse.com/about/,官方 About 展示 Creator 增长研究业务。,https://growthinreverse.substack.com/about,公开 Newsletter 页面。,20,15,5,10,10,10,70,10,10,15,10,20,65,10,20,5,5,40,62.5,P3,91,78,82,85.3,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
050,new80,Katelyn Bourgoin,Why We Buy,Creator Entrepreneur / Marketing Educator,Newsletter + creator education,https://customercamp.kit.com/profile,Newsletter / LinkedIn / public social,https://customercamp.kit.com/profile,公开 Newsletter / 社媒,经营 Why We Buy Newsletter 和营销教育产品，受众明确且商业化成熟，适合测试内容与受众关系模块。,High,Newsletter / education / sponsorship,Medium-High,High,https://customercamp.kit.com/profile,公开 Creator/Newsletter 主页。,https://www.linkedin.com/newsletters/why-we-buy-7054409240144203776,公开 Newsletter 可交叉核验活跃度。,20,15,5,10,10,10,70,10,10,15,10,20,65,10,20,5,5,40,62.5,P3,94,70,85,85.0,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
016,pilot20,Ben,DOPEaMineFix,AI-native Creator / AI Artist,Website + social,https://dopeaminefix.carrd.co/,Public business email / social,https://dopeaminefix.carrd.co/,主页公开商务联系,AI Artist、Prompt Engineer、数字内容创作者，有委托和多平台经营，和 Onely 的 AI Identity/Content 强匹配。,Medium-High,Commissions / merch / creator work,High,Low-Medium,https://dopeaminefix.carrd.co/,公开主页汇总 AI 创作、委托、商品与社媒。,,,15,15,5,10,5,15,65,25,20,15,15,15,90,0,10,0,5,15,62.5,P3,86,81,40,75.3,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
047,new80,Kieran Drew,Kieran Drew,Creator Entrepreneur / Writing Educator,Newsletter + writing courses,https://www.kierandrew.com/,Official site / newsletter,https://www.kierandrew.com/,官网订阅/联系入口,经营写作 Newsletter 与课程，个人品牌商业化明确，团队较轻，适合 Beta。,High,Courses / newsletter / digital products,Medium-High,Medium-High,https://www.kierandrew.com/,官方主页展示 Newsletter 与写作产品。,,,20,20,5,10,10,10,75,0,10,15,10,20,55,10,20,5,5,40,62.0,P3,90,82,72,84.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
080,new80,Alyssa Beltempo,Alyssa Beltempo,Fashion/Lifestyle Creator Entrepreneur,YouTube + newsletter + products,https://msbeltempo.com/,Public business emails,https://msbeltempo.com/pages/contact,alyssa@no-logo.co；alyssa@msbeltempo.com,持续经营慢时尚内容、Newsletter、产品和品牌合作，公开联系清晰、体量适中。,High,Sponsorship / newsletter / digital products,Medium,Medium-High,https://msbeltempo.com/,官方主页。,https://msbeltempo.com/pages/contact,官方联系页公开商务邮箱。,20,20,10,10,10,5,75,20,5,15,10,20,70,0,0,5,10,15,61.5,P3,91,86,65,84.3,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
060,new80,Ruben Hassid,How to AI,AI-native Creator / Newsletter,AI newsletter + community,https://ruben.substack.com/,Newsletter / official link hub,https://linktr.ee/rubenhassid,公开社媒/联系入口,经营大型 AI Newsletter、付费层与社区，完整覆盖内容、受众、订阅和社区关系。,High,Paid newsletter / community / sponsorship,Very High,High,https://ruben.substack.com/,官方 Newsletter。,https://ruben.substack.com/p/upgrade,公开付费订阅页面。,20,15,10,10,10,15,80,0,20,5,5,20,50,0,10,10,10,30,61.0,P3,95,55,88,81.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,受众规模大，切换成本较高。,v2.0-evidence-rubric-50-30-20
006,pilot20,Rodupnow,Rodupnow,Creator Entrepreneur,Official Linktree + YouTube + creator products,https://linktr.ee/rodupnow,Official social DM / public business email,https://linktr.ee/rodupnow,Official Linktree links Instagram/TikTok/YouTube; YouTube description publicly lists Rodupnow@gmail.com,经营 YouTube、Creator Mentorship、电子指南与商店，具备自有受众和多种变现方式。,High,Mentorship / digital products / store,Medium,Medium-High,https://linktr.ee/rodupnow,"Official Linktree links main YouTube, Instagram/TikTok/Twitch and paid creator guides/1-on-1 calls.",https://rodupnow.ruclips.net/,"Current YouTube description mirror repeatedly lists business email, creator mentorship and brand/shop links.",15,20,5,10,5,5,60,25,5,15,10,15,70,20,25,0,5,50,61.0,P3,89,65,68,77.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,"Public email was confirmed from mirrored YouTube descriptions; official Linktree independently confirms identity, channels and monetization assets.",v2.0-evidence-rubric-50-30-20
027,new80,Katie Steckly,Katie Steckly / Creatorly Media,Creator Entrepreneur / Agency,YouTube + agency + creator education,https://katiesteckly.com/,Public partnership email,https://katiesteckly.com/,dan@katiesteckly.com,全职 Creator + Creatorly Media 创办者，同时覆盖内容、客户、团队与教育，适合验证 Creator 和 Agency 两侧。,High,Agency / sponsorship / education / affiliate,High,Very High,https://katiesteckly.com/,官网展示 Creator、Agency 和教育业务。,https://katiesteckly.com/,官网公开合作入口。,15,15,5,10,5,10,60,20,15,10,10,15,70,35,10,0,5,50,61.0,P3,93,82,88,88.7,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
030,new80,Sunny Lenarduzzi,Sunny Lenarduzzi,Creator Entrepreneur / Business Educator,Courses + coaching + creator education,https://sunnylenarduzzi.com/,Public support email,https://sunnylenarduzzi.com/,support@sunnylenarduzzi.com,经营在线商业教育、课程和 Creator 相关产品，有成熟受众和付费客户。,High,Courses / coaching / community,Medium,Very High,https://sunnylenarduzzi.com/,官方主页展示商业教育业务。,https://sunnylenarduzzi.com/about/,About 页展示创作者/商业背景。,20,20,0,5,10,5,60,20,5,15,10,20,70,10,20,15,5,50,61.0,P3,92,65,90,83.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
070,new80,Lenny Rachitsky,Lenny's Newsletter,Creator Entrepreneur / Tech Media,Newsletter + podcast + community,https://lennyrachitsky.com/,Newsletter / community / sponsorship route,https://www.lennysnewsletter.com/p/community,公开社区/赞助联系,大型 Newsletter、Podcast 和付费社区，内容→受众→订阅→社区闭环完整，网络价值极高。,High,Paid newsletter / community / sponsorship,High,Very High,https://www.lennysnewsletter.com/p/start-here,官方 Newsletter 介绍。,https://www.lennysnewsletter.com/p/community,官方社区页。,20,15,15,15,10,10,85,0,15,0,0,20,35,0,10,10,15,35,60.0,P3,91,35,96,75.2,A,2026-09-13,candidate_verified,not_contacted_case_restriction,极大规模导致三天内陌生触达激活概率较低。,v2.0-evidence-rubric-50-30-20
008,pilot20,Rachel Lee,Curly Money,Tech/SaaS UGC,Website + social,https://curlymoney.com/,Public business email,https://curlymoney.com/,官网公开商务邮箱,工程师转 Creator，专注 SaaS、AI、Fintech；理解软件产品且商业内容经验强，触达性高。,Medium-High,Brand collaborations / UGC services,High,Medium-High,https://curlymoney.com/,官网展示科技垂类、品牌合作与内容成绩。,https://curlymoney.com/,官网提供公开商务联系。,15,15,5,15,5,10,65,20,15,20,15,15,85,0,0,0,5,5,59.0,P3,81,93,72,82.8,A,2026-09-13,candidate_verified,not_contacted_case_restriction,纯 UGC 属性较强，自有粉丝变现闭环需继续验证。,v2.0-evidence-rubric-50-30-20
052,new80,Rowan Cheung,The Rundown AI,AI-native Creator / Media,AI newsletter + social,https://tech.therundown.ai/authors/rowan-cheung,Official link hub / company contact,https://linktr.ee/rowancheung,公开社媒/联系入口,大型 AI Newsletter 与多平台内容经营者，AI 使用频率和 Creator Business 成熟度极高。,High,Newsletter / sponsorship / media,Very High,Very High,https://tech.therundown.ai/authors/rowan-cheung,The Rundown 官方作者页。,https://linktr.ee/rowancheung,官方公开链接页。,20,5,10,15,10,15,75,0,20,5,5,20,50,0,10,5,10,25,57.5,P3,96,45,90,79.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,头部媒体规模导致陌生触达激活率偏低。,v2.0-evidence-rubric-50-30-20
087,new80,Sadia Badiei,Pick Up Limes,Food/Lifestyle Creator Entrepreneur,Content + app + community,https://www.pickuplimes.com/,Official support/collaboration route,https://www.pickuplimes.com/support,官网 support / collaboration,食物/生活方式 Creator，拥有 App、订阅和社区，具备明显自有受众与产品化能力。,High,App / subscription / community / brand work,Medium,High,https://www.pickuplimes.com/,官方主页。,https://www.pickuplimes.com/support,官方支持/合作入口。,20,20,5,10,15,5,75,0,5,15,10,20,50,0,0,20,5,25,57.5,P3,95,68,88,85.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
079,new80,Audrey Coyne,Audrey Coyne,Fashion/Lifestyle Creator Entrepreneur,YouTube + newsletter + styling,https://www.audreycoyne.com/,Official partnership form,https://www.audreycoyne.com/contact,官网合作/造型咨询表单,时尚生活方式 Creator，拥有稳定 YouTube/Newsletter 受众和合作/服务型变现。,High,Brand partnerships / styling / newsletter,Medium,Medium,https://www.audreycoyne.com/,官方主页。,https://www.audreycoyne.com/contact,官方合作入口。,20,15,10,10,10,5,70,15,5,15,10,20,65,0,0,5,10,15,57.5,P3,91,80,60,81.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
085,new80,Christina Mychas,Christina Mychas,Fashion/Lifestyle Creator Entrepreneur,YouTube + newsletter + product,https://linktr.ee/Christinamychas,Official link hub / social,https://linktr.ee/Christinamychas,公开社媒/商务入口,拥有 YouTube、Newsletter、数字/实体产品和支持社群，规模适中、商业闭环明确。,High,Newsletter / journal product / community / sponsorship,Medium,Medium-High,https://linktr.ee/Christinamychas,官方链接页汇总受众与商业资产。,,,20,15,10,10,10,5,70,10,5,15,10,20,60,0,0,10,10,20,57.0,P3,92,82,70,84.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
029,new80,Thomas Frank,Thomas Frank,Creator Entrepreneur,YouTube + Notion products + newsletter,https://thomasjfrank.com/,Official contact page,https://thomasjfrank.com/contact/,官网商务联系,拥有大型 YouTube 受众、Notion 模板、Newsletter 和 Creator 教育产品，运营栈复杂。,High,Templates / courses / newsletter / sponsorship,High,High,https://thomasjfrank.com/,官方主页展示多种自有数字产品。,https://thomasjfrank.com/contact/,官方联系入口。,20,20,10,10,10,10,80,0,15,5,5,20,45,0,0,5,10,15,56.5,P3,94,50,88,79.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,成熟团队可能降低短期激活率。,v2.0-evidence-rubric-50-30-20
009,pilot20,Danni,Danni UGC,Tech/SaaS UGC,Portfolio + social,https://danni-ugc-portfolio.rork.app/,Public business email / social,https://danni-ugc-portfolio.rork.app/,Portfolio 公开联系,AI/SaaS/IaaS/PaaS 项目背景与 Tech UGC 结合，理解新软件速度快，适合早期产品测试。,Medium,UGC / brand services,High,Low-Medium,https://danni-ugc-portfolio.rork.app/,公开 Portfolio 展示科技与软件内容案例。,,,10,15,5,15,5,10,60,25,15,20,15,10,85,0,0,0,5,5,56.5,P3,79,91,45,75.8,B,2026-09-13,candidate_verified,not_contacted_case_restriction,需验证是否经营自有受众，而非仅交付品牌素材。,v2.0-evidence-rubric-50-30-20
083,new80,Caroline Girvan,Caroline Girvan / CGX,Fitness Creator Entrepreneur,YouTube + paid fitness platform,https://carolinegirvan.com/,Official site / link hub,https://linktr.ee/carolinegirvan,官网/公开社媒入口,从免费 YouTube 受众延伸到 CGX 付费平台和社区，订阅业务与 Onely 高度相关。,High,Paid fitness platform / subscriptions / community,Medium,Very High,https://carolinegirvan.com/,官方主页。,https://linktr.ee/carolinegirvan,官方链接页展示 CGX 与多平台入口。,20,20,5,10,15,5,75,0,5,10,10,20,45,0,0,20,5,25,56.0,P3,94,45,90,78.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,业务已平台化，切换成本较高。,v2.0-evidence-rubric-50-30-20
086,new80,Adriene Mishler,Yoga With Adriene,Fitness/Wellness Creator Entrepreneur,YouTube + paid membership,https://yogawithadriene.com/,Public business email,https://yogawithadriene.com/contact,business@yogawithadriene.com,超成熟 Wellness Creator，免费内容+FWFG 付费会员+社区闭环完整，Fit 极高。,High,Membership / programs / sponsorship,Medium,Very High,https://yogawithadriene.com/,官方主页。,https://yogawithadriene.com/contact,官方联系页公开商务邮箱。,20,20,5,10,15,5,75,20,5,0,0,20,45,0,0,20,5,25,56.0,P3,96,40,93,78.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,头部成熟业务，短期激活概率有限。,v2.0-evidence-rubric-50-30-20
044,new80,George Mack,George Mack,Creator Entrepreneur / Writer,Newsletter + social,https://george-mack.com/,Official site / social,https://george-mack.com/,官网公开订阅/社媒入口,经营高辨识度写作与 Newsletter 个人品牌，内容分发和受众经营强。,High,Newsletter / creator products,Medium,Medium-High,https://george-mack.com/,官方个人网站。,https://threadreaderapp.com/thread/1751522832545107992,公开线程可交叉核验其 Newsletter 品牌。,20,15,10,10,10,5,70,10,5,15,10,20,60,0,0,5,10,15,56.0,P3,86,55,70,73.5,B,2026-09-13,candidate_verified,not_contacted_case_restriction,提交前建议再次确认当前商务联系入口。,v2.0-evidence-rubric-50-30-20
023,new80,Amy Porterfield,Amy Porterfield,Creator Entrepreneur / Educator,Courses + podcast + community,https://www.amyporterfield.com/online-business-programs,Official contact / support,https://www.amyporterfield.com/contact,官网客服/联系渠道,以课程、会员、播客和在线商业教育为核心，拥有成熟自有受众和付费产品。,High,Courses / membership / mastermind / podcast,Medium,Very High,https://www.amyporterfield.com/online-business-programs,官方页面展示多层级教育产品。,https://www.amyporterfield.com/contact,官方联系入口。,20,20,10,10,15,5,80,0,5,0,0,20,25,10,0,20,10,40,55.5,P3,92,50,95,80.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,头部成熟团队，三天内激活概率低于中腰部创作者。,v2.0-evidence-rubric-50-30-20
081,new80,James Welsh,James Welsh,Beauty Creator Entrepreneur,YouTube + podcast + affiliate,https://linktr.ee/james_welsh,Public business email,https://linktr.ee/james_welsh,james.welsh@outreachtalentgroup.com,美妆/护肤 Creator，多平台内容、Podcast、Affiliate 和品牌合作成熟，典型非 Tech 商业 Creator。,High,Affiliate / sponsorship / podcast / shop,Medium,High,https://linktr.ee/james_welsh,官方链接页展示多平台、商业链接和商务邮箱。,,,20,15,10,10,5,5,65,20,5,15,10,20,70,0,0,0,10,10,55.5,P3,90,75,75,82.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
078,new80,Krissy Cela,Krissy Cela / EvolveYou / Oner Active,Fitness Creator Entrepreneur,Fitness app + brand + social,https://krissycela.com/,Official contact form,https://krissycela.com/pages/contact,官网联系表单,从 Creator 扩展到 Fitness App 和服装品牌，商业闭环极强，但已是成熟公司化运营。,High,App / ecommerce / brand / subscriptions,Medium,Very High,https://krissycela.com/,官方主页展示创作者与品牌业务。,https://krissycela.com/pages/contact,官方联系入口。,20,20,5,5,15,5,70,15,5,5,5,20,50,0,0,20,5,25,55.0,P3,96,35,92,76.9,A,2026-09-13,candidate_verified,not_contacted_case_restriction,团队成熟、迁移成本很高。,v2.0-evidence-rubric-50-30-20
034,new80,Sahil Bloom,Sahil Bloom,Creator Entrepreneur,Newsletter + podcast + investment/business,https://www.sahilbloom.com/,Public business email,https://www.sahilbloom.com/contact,sahil@sahilbloom.com,大型 Newsletter 与个人内容品牌，有成熟商业体系和受众；Fit 高但短期回复概率偏低。,High,Newsletter / sponsorship / products / investments,Medium,High,https://www.sahilbloom.com/,官方主页展示内容和商业体系。,https://www.sahilbloom.com/contact,官方联系页。,20,15,10,10,10,5,70,20,5,5,5,20,55,0,0,5,10,15,54.5,P3,90,45,78,74.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,体量较大、接触门槛高。,v2.0-evidence-rubric-50-30-20
090,new80,Chloe Ting,Chloe Ting,Fitness Creator Entrepreneur,Fitness programs + premium subscription + merch,https://chloeting.com/,Official site / social,https://chloeting.com/,官网/公开社媒入口,拥有大型健身受众、免费项目、Premium 订阅和商品，Creator Business 闭环强。,High,Premium subscription / merch / fitness programs,Medium,High,https://chloeting.com/,官方主页。,https://chloeting.com/subscribe,官方付费订阅页。,20,20,0,5,15,5,65,10,5,15,10,20,60,0,0,20,0,20,54.5,P3,94,40,85,76.0,B,2026-09-13,candidate_verified,not_contacted_case_restriction,需要二次核对当前最合适的商务联系入口。,v2.0-evidence-rubric-50-30-20
045,new80,Jade Darmawangsa,Jade Darmawangsa,Creator Entrepreneur / Media,YouTube + social + media company,https://linktr.ee/jadedarmawangsa_,Official link hub / social,https://linktr.ee/jadedarmawangsa_,官方社媒/商务入口,长期经营 Creator/媒体业务并跨平台创作，具备品牌合作与年轻受众。,High,Media / sponsorship / creator services,Medium-High,High,https://linktr.ee/jadedarmawangsa_,官方链接页汇总多平台与业务入口。,,,15,15,5,15,5,10,65,10,10,15,10,15,60,0,10,0,5,15,53.5,P3,80,70,75,76.0,B,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
046,new80,Dan Koe,Dan Koe,Creator Entrepreneur,Newsletter + courses + digital products,https://thedankoe.com/,Newsletter / official site,https://thedankoe.com/,官网订阅/公开社媒,典型 One-Person Business Creator，经营 Newsletter、课程和数字产品，并持续讨论 AI 与个人商业。,High,Courses / newsletter / digital products,High,High,https://thedankoe.com/,官方主页展示个人商业和内容产品。,https://letters.thedankoe.com/,官方 Newsletter。,20,20,5,10,10,10,75,0,15,5,5,20,45,0,0,5,5,10,53.0,P3,92,55,80,78.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,规模较大，短期陌生触达转化可能偏低。,v2.0-evidence-rubric-50-30-20
053,new80,Allie K. Miller,Allie K. Miller,AI-native Creator / Educator,AI education + social,https://events.alliekmiller.com/,Official site / support route,https://events.alliekmiller.com/,官网课程/支持入口,AI 教育者、讲师和大规模社媒创作者，有明确培训/产品化业务，适合高质量产品反馈。,High,Workshops / programs / speaking,Very High,High,https://events.alliekmiller.com/,官方课程与活动主页。,https://events.alliekmiller.com/archived-workshop,官方页面展示 AI 培训与受众规模。,15,20,5,5,5,15,65,0,20,5,5,15,45,10,20,0,5,35,53.0,P3,93,45,85,77.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,规模较大，短期触达难度高。,v2.0-evidence-rubric-50-30-20
013,pilot20,Victoria Vicente,Victoria Vicente UGC,Tech/SaaS UGC,Portfolio + social,https://victoriavicenteugcportfolio.my.canva.site/,Public business email,https://victoriavicenteugcportfolio.my.canva.site/,Portfolio 公开邮箱,Tech UGC 垂类，有 App 内容案例、可直接触达；适合测试内容生产侧价值。,Low-Medium,UGC / brand services,High,Low,https://victoriavicenteugcportfolio.my.canva.site/,Portfolio 展示科技内容与商务入口。,,,5,15,5,15,5,10,55,20,15,20,15,10,80,0,0,0,5,5,52.5,P3,72,91,35,70.3,B,2026-09-13,candidate_verified,not_contacted_case_restriction,产品匹配主要集中在内容生产端。,v2.0-evidence-rubric-50-30-20
014,pilot20,Shien Manguino,UGC by Shien,Tech/SaaS UGC,Portfolio + social,https://ugcbyshien.my.canva.site/,Public business email,https://ugcbyshien.my.canva.site/,Portfolio 公开邮箱,Tech/SaaS 垂类、可直接触达，适合快速 Beta 试用和内容工作流反馈。,Low-Medium,UGC / brand services,High,Low,https://ugcbyshien.my.canva.site/,Portfolio 展示 Tech/SaaS 商业内容。,,,5,15,5,15,5,10,55,20,15,20,15,10,80,0,0,0,5,5,52.5,P3,72,91,35,70.3,B,2026-09-13,candidate_verified,not_contacted_case_restriction,需验证自有 Audience 与 Owned Monetization。,v2.0-evidence-rubric-50-30-20
007,pilot20,Rose Hobo,Rose Hobo / Timeless Designers,AI-native Creator / Creative Director,Website + Instagram,https://www.timeless-designers.com/rose,Website business contact,https://www.timeless-designers.com/rose,官网商务联系,AI Artist + Creative Director，已有全球商业项目与视觉内容受众，适合测试 AI Identity 和内容工作流。,High,Commercial creative projects / services,High,Medium,https://www.timeless-designers.com/rose,官方页面展示 AI 艺术、商业项目及创作者身份。,,,15,15,5,10,5,15,65,0,20,10,10,15,55,0,10,0,5,15,52.0,P3,91,55,60,74.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,业务较成熟，可能已有固定制作流程。,v2.0-evidence-rubric-50-30-20
095,new80,Milla Sofia,Milla Sofia,Virtual / AI Character,Virtual artist/model + social,https://millasofia.eth.limo/,Public business email,https://millasofia.eth.limo/,milla.sofiafin@gmail.com,虚拟音乐/时尚 Creator，拥有多平台内容与明确公开邮箱，触达成本较低。,High,Music / fashion / brand creator activity,Very High,Medium,https://millasofia.eth.limo/,官方主页展示虚拟创作者身份、社媒与联系。,,,15,15,5,5,5,15,60,20,15,10,10,15,70,0,0,0,5,5,52.0,P3,94,90,55,85.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
099,new80,APOKI,APOKI / AFUN Interactive,Virtual / AI Character,Virtual K-pop artist + social,https://www.apoki.ai/,Public studio email,https://www.apoki.ai/,info@afun-interactive.com,虚拟 K-pop Artist，拥有大型跨平台受众、音乐产品和品牌合作，适合 Character-led Brand 与 Fan Relationship 场景。,High,Music / virtual IP / brand collaborations,Very High,Very High,https://www.apoki.ai/,官方主页展示虚拟艺人、内容、受众与品牌合作。,https://www.apoki.ai/,官方 Contact 公开工作室邮箱。,15,15,5,5,5,15,60,20,15,10,10,15,70,0,0,0,5,5,52.0,P3,98,72,95,89.6,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
073,new80,Pieter Levels,levelsio,AI-native Creator / Indie Hacker,Build-in-public + AI products,https://levels.io/,Public X mention only,https://levels.io/contact-levelsio,官网明确说明仅接受公开 X 互动,AI 产品构建者、Build in Public 影响力强，Fit 高但可触达性极低，适合作为低优先级对照样本。,High,SaaS / AI products / public creator brand,Very High,Medium,https://levels.io/,官方个人/产品主页。,https://levels.io/contact-levelsio,官方联系页明确其可联系边界。,15,20,0,5,0,15,55,10,20,20,10,15,75,0,10,0,0,10,52.0,P3,90,15,60,61.5,A,2026-09-13,candidate_verified,not_contacted_case_restriction,不应尝试绕过其公开联系偏好；只保留公开 X 互动渠道。,v2.0-evidence-rubric-50-30-20
076,new80,Cassey Ho,Blogilates,Lifestyle/Fitness Creator Entrepreneur,YouTube + blog + products,https://www.blogilates.com/,Public business emails,https://www.blogilates.com/contact/,sam@blogilates.com；jen-ai@blogilates.com,大型健身 Creator，拥有内容、商品、社群和品牌合作，能测试 Onely 的非 Tech 场景。,High,Products / sponsorship / fitness programs / brand,Medium,Very High,https://www.blogilates.com/,官方主页。,https://www.blogilates.com/contact/,官方联系页公开商务邮箱。,15,20,10,10,5,5,65,20,5,5,5,20,55,0,0,0,10,10,51.0,P3,96,50,90,81.0,A,2026-09-13,candidate_verified,not_contacted_case_restriction,规模很大，作为高 Fit 参照而非首日优先对象。,v2.0-evidence-rubric-50-30-20
056,new80,Ammaar Reshi,Ammaar Reshi,AI-native Creator / Designer,Website + social,https://ammaar.com/,Public business email,https://ammaar.com/,hey@ammaar.com,长期生成式 AI 创作与设计内容，公开构建 AI 项目，采用新工具阻力低。,High,Creator partnerships / AI projects / design work,Very High,Medium,https://ammaar.com/,官方主页展示 AI 创作与公开联系。,,,15,5,5,5,5,15,50,20,20,15,10,10,75,0,10,0,5,15,50.5,P3,89,72,55,77.1,A,2026-09-13,candidate_verified,not_contacted_case_restriction,,v2.0-evidence-rubric-50-30-20
